869996,20-02-2021,2020-2021,2021-2022,,RCPT,1064387,20GPTC4060018,20SCSE1010400,Provisional,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2020-21 I  Sem I,2020-2021/AIE/C9/28878,OTHER FEES,0,1000,0,0,0,0,0,0,0,ID CARD
869997,20-02-2021,2020-2021,2021-2022,NRI,RCPT,1064421,18GPTC4090009,18GPTC4090009,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,2020-2021/AIE/C15/28912,OTHER FEES,0,200,0,0,0,0,0,0,0,FINE FEE
869998,20-02-2021,2020-2021,2021-2022,NRI,RCPT,1064420,18GPTC4090009,18GPTC4090009,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,2020-2021/AIE/C15/28911,OTHER FEES,0,200,0,0,0,0,0,0,0,FINE FEE
869999,20-02-2021,2020-2021,2021-2022,NRI,RCPT,1064422,18GPTC4090009,18GPTC4090009,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,2020-2021/AIE/C15/28913,OTHER FEES,0,200,0,0,0,0,0,0,0,FINE FEE
870000,20-02-2021,2020-2021,2021-2022,AIE,RCPT,1066138,19SCSE1180027,19SCSE1180027,Active,General,School of Computing Science & Engineering,B.Tech (Hons) in Computer Science & Engineering with Specialization in Artificial Intelligence & Machine Learning,School of Computing Science,B.Tech CSE AI & Machine Learning 2019-20 II Sem IV,2020-2021/AIE/C13/30356,TUITION FEE,0,159800,0,0,0,0,0,0,0,20-02-2021 NEFT_IN:000222853367/0034/ VIJAY SINGH SO LILU SINGH  169200
870001,20-02-2021,2020-2021,2021-2022,AIE,RCPT,1066138,19SCSE1180027,19SCSE1180027,Active,General,School of Computing Science & Engineering,B.Tech (Hons) in Computer Science & Engineering with Specialization in Artificial Intelligence & Machine Learning,School of Computing Science,B.Tech CSE AI & Machine Learning 2019-20 II Sem IV,2020-2021/AIE/C13/30356,Exam Fee,0,9400,0,0,0,0,0,0,0,20-02-2021 NEFT_IN:000222853367/0034/ VIJAY SINGH SO LILU SINGH  169200
870002,20-02-2021,2020-2021,2021-2022,AIE,RCPT,1064665,15299T020CUSCSE101N695,20SCSE1010734,Provisional,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2020-21 I  Sem I,2020-2021/AIE/C13/29148,OTHER FEES,0,200,0,0,0,0,0,0,0,20-02-2021 NEFT_IN:BARBV21051167603/0028/ AAZADI SHARMA 140000
870003,20-02-2021,2020-2021,2021-2022,NRI,RCPT,1064402,18GPTC4090009,18GPTC4090009,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,2020-2021/AIE/C15/28893,OTHER FEES,0,200,0,0,0,0,0,0,0,Tuition Fee +rEGISTRATION fINE
870004,20-02-2021,2020-2021,2021-2022,NRI,RCPT,1064418,18GPTC4090009,18GPTC4090009,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,2020-2021/AIE/C15/28909,OTHER FEES,0,200,0,0,0,0,0,0,0,FINE FEE
870005,20-02-2021,2020-2021,2021-2022,NRI,RCPT,1064414,18GPTC4090009,18GPTC4090009,Active,General,Gs Polytechnic,Diploma in Chemical Engineering,Gs Polytechnic,Diploma Chemical Engineering 2018-19 III Sem VI,2020-2021/AIE/C15/28905,OTHER FEES,0,200,0,0,0,0,0,0,0,FINE FEE
