154996,1/7/2015,2015-2016,2015-2016,AIE,RCPT,817321,15GCOL102043,15GCOL102043,No Information,General,School of Law,Integrated BA + LLB (Hons.),School of Law,BALLB  2015-2016 III Sem VI,57902,TUITION FEE,0,25000,0,0,0,0,0,0,0,Received from REGICTRATION
154997,1/7/2015,2015-2016,2015-2016,AIE,RCPT,785667,15CCCE101059,15CCCE101059,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,57839,TUITION FEE,0,149000,0,0,0,0,0,0,0,
154998,1/7/2015,2015-2016,2015-2016,AIE,RCPT,785667,15CCCE101059,15CCCE101059,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech in CSE 2015-16 V Sem IX,57839,Exam Fee,0,10000,0,0,0,0,0,0,0,
154999,1/7/2015,2015-2016,2015-2016,AIE,RCPT,770602,15CCCE105021,15CCCE105021,Alumni,General,School of Computing Science & Engineering,B.Tech (Hons) in Computer Science & Engineering with Specialization in Cloud Computing & Virtualizations,School of Computing Science,B.Tech in CSCC 2015-16 V Sem IX,57880,TUITION FEE,0,159000,0,0,0,0,0,0,0,
155000,1/7/2015,2015-2016,2015-2016,AIE,RCPT,813636,15CCME101026,15CCME101026,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,ME 2015-2016 III Sem VI,57849,TUITION FEE,0,149000,0,0,0,0,0,0,0,
155001,1/7/2015,2015-2016,2015-2016,AIE,RCPT,813636,15CCME101026,15CCME101026,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,ME 2015-2016 III Sem VI,57849,Exam Fee,0,10000,0,0,0,0,0,0,0,
155002,1/7/2015,2015-2016,2015-2016,AIE,RCPT,765218,15CMAC102013,15CMAC102013,Alumni,General,School of Medical and Allied Sciences,Bachelor of Pharmacy,School of Medical and Allied Sciences,B.Pharm 2015-16 V Sem IX,57900,TUITION FEE,0,25000,0,0,0,0,0,0,0,Received from REGICTRATION
155003,1/7/2015,2015-2016,2015-2016,AIE,RCPT,770642,15CCCE105018,15CCCE105018,Alumni,General,School of Computing Science & Engineering,B.Tech (Hons) in Computer Science & Engineering with Specialization in Cloud Computing & Virtualizations,School of Computing Science,B.Tech in CSCC 2015-16 V Sem IX,57847,TUITION FEE,0,170000,0,0,0,0,0,0,0,
155004,1/7/2015,2015-2016,2015-2016,AIE,RCPT,770642,15CCCE105018,15CCCE105018,Alumni,General,School of Computing Science & Engineering,B.Tech (Hons) in Computer Science & Engineering with Specialization in Cloud Computing & Virtualizations,School of Computing Science,B.Tech in CSCC 2015-16 V Sem IX,57847,Exam Fee,0,10000,0,0,0,0,0,0,0,
155005,1/7/2015,2015-2016,2015-2016,AIE,RCPT,764509,15CMCC101014,15CMCC101014,Withdrawn,General,School of Media & Communication Studies,BA Journalism & Mass Communication,School of Media & Communication Studies,BJMC 2014-2015 III Sem V,57809,TUITION FEE,0,77000,0,0,0,0,0,0,0,
155006,1/7/2015,2015-2016,2015-2016,AIE,RCPT,764509,15CMCC101014,15CMCC101014,Withdrawn,General,School of Media & Communication Studies,BA Journalism & Mass Communication,School of Media & Communication Studies,BJMC 2014-2015 III Sem V,57809,Exam Fee,0,10000,0,0,0,0,0,0,0,
155007,1/7/2015,2015-2016,2015-2016,AIE,RCPT,813734,15CCME101015,15CCME101015,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,ME 2015-2016 V Sem IX,57821,TUITION FEE,0,99000,0,0,0,0,0,0,0,
155008,1/7/2015,2015-2016,2015-2016,AIE,RCPT,813734,15CCME101015,15CCME101015,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,ME 2015-2016 V Sem IX,57821,Exam Fee,0,10000,0,0,0,0,0,0,0,
